出生年份,问题,同意,反对,强烈同意,强烈反对
1939, 判断艺术作品的价值的根本标准是看是不是受到人民大众喜爱。,7,3,0,2
1939, 即使有人口压力，国家和社会也无权干涉个人要不要孩子，要几个孩子。,4,6,1,1
1939, 周易八卦能够有效的解释很多事情。,3,6,2,1
1939, 中国传统医学对人体健康的观念比现代主流医学更高明。,5,5,2,0
1939, 汉字无需人为推行简化。,1,7,4,0
1939, 应当将中国传统文化的经典作品作为儿童基础教育读物。,7,3,2,0
1939, 如果是出于自愿，我会认可我的孩子和同性结成伴侣关系。,8,2,1,1
1912,如果人民没有受过民主教育，他们是不应该拥有普选权的。,3,2,1,1
1912, 人权高于主权。,3,2,0,2
1912, 发生重大社会安全事件时，即使认为信息公开会导致骚乱的风险，政府仍应该开放信息传播。,4,0,2,1
1912, 西方的多党制不适合中国国情。,2,4,1,0
1912, 在中国照搬西方式的言论自由会导致社会失序。,3,3,1,0
1912, 由高校自主考试招生比全国统一考试招生更好。,3,2,1,1
1912, 应该容许宗教人士在非宗教场所公开传教。,3,3,0,1
1912, 无论中小学生或大学生，都应参加由国家统一安排的军训。,3,2,2,0
1912, 国家的统一和领土完整是社会的最高利益。,1,3,2,1
1912, 哪怕经历了违反程序规定的审讯和取证过程，确实有罪的罪犯也应被处刑。,3,3,0,1
1912, 国家有义务进行对外援助。,3,3,1,0
1912, 国家领导人及开国领袖的形象可以作为文艺作品的丑化对象。,1,2,1,3
1912, 当法律未能充分制止罪恶行为时，人民群众有权自发对罪恶行为进行制裁。,1,4,0,2
1912, 应当允许媒体代表某一特定阶层或利益集团发言。,3,3,0,1
1912, 如果国家综合实力许可，那么中国有权为了维护自己的利益而采取任何行动。,3,3,1,0
1912, 条件允许的话应该武力统一台湾。,2,4,1,0
1912, 律师即使明知被辩护人的犯罪事实也应当尽力为其进行辩护。,2,3,1,1
1912, 应该允许中国公民同时具有外国国籍。,5,1,1,0
1912, 以美国为首的西方国家不可能真正容许中国崛起成为一流强国。,0,6,1,0
1912, 国家应当采取措施培养和支持体育健儿在各种国际比赛场合为国争光。,0,6,1,0
1912, 最低工资应由国家规定。,3,3,1,0
1912, 中国改革开放以来的经济发展的成果都被一小群人占有了，大多数人没得到什么好处。,2,4,1,0
1912, 在重大工程项目的决策中，个人利益应该为社会利益让路。,2,4,1,0
1912, 浪费粮食也是个人的自由。,2,3,0,2
1912, 如果猪肉价格过高，政府应当干预。,2,4,1,0
1912, 应当对国外同类产品征收高额关税来保护国内民族工业。,1,5,1,0
1912, 教育应当尽可能公立。,2,4,1,0
1912, 国有企业的利益属于国家利益。,1,4,2,0
1912, 试图控制房地产价格的行为会破坏经济发展。,2,4,0,1
1912, 改善低收入者生活的首要手段是国家给予财政补贴和扶持。,5,1,1,0
1912, 有钱人理应获得更好的医疗服务。,3,2,2,0
1912, 高收入者应该公开自己的经济来源。,1,5,0,1
1912, 靠运作资金赚钱的人对社会的贡献比不上靠劳动赚钱的人。,3,3,1,0
1912, 与其让国有企业亏损破产，不如转卖给资本家。,1,4,1,1
1912, 那些关系到国家安全、以及其他重要国计民生的领域，必须全部由国有企业掌控。,2,3,1,1
1912, 资本积累的过程总是伴随着对普通劳动人民利益的伤害。,3,3,0,1
1912, 私人应当可以拥有和买卖土地。,3,3,1,0
1912, 政府应当采用较高的粮食收购价格以增加农民收入。,5,1,0,1
1912, 在华外国资本应享受和民族资本同样的待遇。,1,4,1,1
1912, 市场竞争中自然形成的垄断地位是无害的。,4,2,1,0
1912, 两个成年人之间自愿的性行为是其自由，无论其婚姻关系为何。,3,2,1,1
1912, 不应公开谈论自己长辈的缺点。,4,1,1,1
1912, 现代中国社会需要儒家思想。,2,4,0,1
1912, 判断艺术作品的价值的根本标准是看是不是受到人民大众喜爱。,6,0,1,0
1912, 即使有人口压力，国家和社会也无权干涉个人要不要孩子，要几个孩子。,3,3,1,0
1912, 周易八卦能够有效的解释很多事情。,3,2,0,2
1912, 中国传统医学对人体健康的观念比现代主流医学更高明。,1,5,0,1
1912, 汉字无需人为推行简化。,1,5,0,1
1912, 应当将中国传统文化的经典作品作为儿童基础教育读物。,3,3,0,1
1912, 如果是出于自愿，我会认可我的孩子和同性结成伴侣关系。,4,2,1,0
1959,如果人民没有受过民主教育，他们是不应该拥有普选权的。,22,39,4,25
1959, 人权高于主权。,29,32,15,14
1959, 发生重大社会安全事件时，即使认为信息公开会导致骚乱的风险，政府仍应该开放信息传播。,23,39,16,12
1959, 西方的多党制不适合中国国情。,20,53,2,15
1959, 在中国照搬西方式的言论自由会导致社会失序。,35,40,13,2
1959, 由高校自主考试招生比全国统一考试招生更好。,27,37,16,10
1959, 应该容许宗教人士在非宗教场所公开传教。,38,34,7,11
1959, 无论中小学生或大学生，都应参加由国家统一安排的军训。,39,30,5,16
1959, 国家的统一和领土完整是社会的最高利益。,37,28,22,3
1959, 哪怕经历了违反程序规定的审讯和取证过程，确实有罪的罪犯也应被处刑。,55,22,2,11
1959, 国家有义务进行对外援助。,35,36,7,12
1959, 国家领导人及开国领袖的形象可以作为文艺作品的丑化对象。,41,27,5,17
1959, 当法律未能充分制止罪恶行为时，人民群众有权自发对罪恶行为进行制裁。,36,37,7,10
1959, 应当允许媒体代表某一特定阶层或利益集团发言。,35,26,4,25
1959, 如果国家综合实力许可，那么中国有权为了维护自己的利益而采取任何行动。,38,29,16,7
1959, 条件允许的话应该武力统一台湾。,36,36,14,4
1959, 律师即使明知被辩护人的犯罪事实也应当尽力为其进行辩护。,31,23,22,14
1959, 应该允许中国公民同时具有外国国籍。,35,33,12,10
1959, 以美国为首的西方国家不可能真正容许中国崛起成为一流强国。,12,62,9,7
1959, 国家应当采取措施培养和支持体育健儿在各种国际比赛场合为国争光。,42,18,23,7
1959, 最低工资应由国家规定。,29,42,13,6
1959, 中国改革开放以来的经济发展的成果都被一小群人占有了，大多数人没得到什么好处。,53,31,3,3
1959, 在重大工程项目的决策中，个人利益应该为社会利益让路。,45,32,4,9
1959, 浪费粮食也是个人的自由。,45,33,7,5
1959, 如果猪肉价格过高，政府应当干预。,37,32,7,14
1959, 应当对国外同类产品征收高额关税来保护国内民族工业。,37,38,4,11
1959, 教育应当尽可能公立。,34,42,4,10
1959, 国有企业的利益属于国家利益。,53,22,12,3
1959, 试图控制房地产价格的行为会破坏经济发展。,17,56,1,16
1959, 改善低收入者生活的首要手段是国家给予财政补贴和扶持。,33,28,27,2
1959, 有钱人理应获得更好的医疗服务。,21,50,11,8
1959, 高收入者应该公开自己的经济来源。,36,19,30,5
1959, 靠运作资金赚钱的人对社会的贡献比不上靠劳动赚钱的人。,50,20,13,7
1959, 与其让国有企业亏损破产，不如转卖给资本家。,8,42,2,38
1959, 那些关系到国家安全、以及其他重要国计民生的领域，必须全部由国有企业掌控。,47,29,13,1
1959, 资本积累的过程总是伴随着对普通劳动人民利益的伤害。,31,38,9,12
1959, 私人应当可以拥有和买卖土地。,27,42,13,8
1959, 政府应当采用较高的粮食收购价格以增加农民收入。,35,33,12,10
1959, 在华外国资本应享受和民族资本同样的待遇。,24,44,4,18
1959, 市场竞争中自然形成的垄断地位是无害的。,27,51,5,7
1959, 两个成年人之间自愿的性行为是其自由，无论其婚姻关系为何。,29,38,5,18
1959, 不应公开谈论自己长辈的缺点。,37,26,24,3
1959, 现代中国社会需要儒家思想。,23,54,6,7
1959, 判断艺术作品的价值的根本标准是看是不是受到人民大众喜爱。,50,20,6,14
1959, 即使有人口压力，国家和社会也无权干涉个人要不要孩子，要几个孩子。,28,44,0,18
1959, 周易八卦能够有效的解释很多事情。,46,25,15,4
1959, 中国传统医学对人体健康的观念比现代主流医学更高明。,44,29,8,9
1959, 汉字无需人为推行简化。,24,44,9,13
1959, 应当将中国传统文化的经典作品作为儿童基础教育读物。,54,21,12,3
1959, 如果是出于自愿，我会认可我的孩子和同性结成伴侣关系。,59,14,12,5
1958,如果人民没有受过民主教育，他们是不应该拥有普选权的。,25,40,4,24
1958, 人权高于主权。,32,26,24,11
1958, 发生重大社会安全事件时，即使认为信息公开会导致骚乱的风险，政府仍应该开放信息传播。,23,42,20,8
1958, 西方的多党制不适合中国国情。,19,53,4,17
1958, 在中国照搬西方式的言论自由会导致社会失序。,38,34,16,5
1958, 由高校自主考试招生比全国统一考试招生更好。,36,38,10,9
1958, 应该容许宗教人士在非宗教场所公开传教。,39,38,5,11
1958, 无论中小学生或大学生，都应参加由国家统一安排的军训。,42,32,6,13
1958, 国家的统一和领土完整是社会的最高利益。,31,26,32,4
1958, 哪怕经历了违反程序规定的审讯和取证过程，确实有罪的罪犯也应被处刑。,52,24,7,10
1958, 国家有义务进行对外援助。,37,40,8,8
1958, 国家领导人及开国领袖的形象可以作为文艺作品的丑化对象。,46,29,6,12
1958, 当法律未能充分制止罪恶行为时，人民群众有权自发对罪恶行为进行制裁。,42,30,10,11
1958, 应当允许媒体代表某一特定阶层或利益集团发言。,28,45,5,15
1958, 如果国家综合实力许可，那么中国有权为了维护自己的利益而采取任何行动。,43,32,13,5
1958, 条件允许的话应该武力统一台湾。,32,37,19,5
1958, 律师即使明知被辩护人的犯罪事实也应当尽力为其进行辩护。,44,20,18,11
1958, 应该允许中国公民同时具有外国国籍。,31,46,11,5
1958, 以美国为首的西方国家不可能真正容许中国崛起成为一流强国。,17,62,4,10
1958, 国家应当采取措施培养和支持体育健儿在各种国际比赛场合为国争光。,41,21,27,4
1958, 最低工资应由国家规定。,27,48,15,3
1958, 中国改革开放以来的经济发展的成果都被一小群人占有了，大多数人没得到什么好处。,54,31,5,3
1958, 在重大工程项目的决策中，个人利益应该为社会利益让路。,51,29,6,7
1958, 浪费粮食也是个人的自由。,50,33,5,5
1958, 如果猪肉价格过高，政府应当干预。,33,40,9,11
1958, 应当对国外同类产品征收高额关税来保护国内民族工业。,36,40,1,16
1958, 教育应当尽可能公立。,24,56,5,8
1958, 国有企业的利益属于国家利益。,52,24,12,5
1958, 试图控制房地产价格的行为会破坏经济发展。,12,60,6,15
1958, 改善低收入者生活的首要手段是国家给予财政补贴和扶持。,38,24,28,3
1958, 有钱人理应获得更好的医疗服务。,17,57,6,13
1958, 高收入者应该公开自己的经济来源。,31,31,25,6
1958, 靠运作资金赚钱的人对社会的贡献比不上靠劳动赚钱的人。,47,26,14,6
1958, 与其让国有企业亏损破产，不如转卖给资本家。,10,48,3,32
1958, 那些关系到国家安全、以及其他重要国计民生的领域，必须全部由国有企业掌控。,62,18,9,4
1958, 资本积累的过程总是伴随着对普通劳动人民利益的伤害。,39,35,13,6
1958, 私人应当可以拥有和买卖土地。,32,41,13,7
1958, 政府应当采用较高的粮食收购价格以增加农民收入。,37,35,11,10
1958, 在华外国资本应享受和民族资本同样的待遇。,24,43,5,21
1958, 市场竞争中自然形成的垄断地位是无害的。,30,48,3,12
1958, 两个成年人之间自愿的性行为是其自由，无论其婚姻关系为何。,38,35,2,18
1958, 不应公开谈论自己长辈的缺点。,51,19,20,3
1958, 现代中国社会需要儒家思想。,24,53,11,5
1958, 判断艺术作品的价值的根本标准是看是不是受到人民大众喜爱。,57,15,7,14
1958, 即使有人口压力，国家和社会也无权干涉个人要不要孩子，要几个孩子。,25,53,2,13
1958, 周易八卦能够有效的解释很多事情。,41,30,15,7
1958, 中国传统医学对人体健康的观念比现代主流医学更高明。,51,27,11,4
1958, 汉字无需人为推行简化。,32,44,10,7
1958, 应当将中国传统文化的经典作品作为儿童基础教育读物。,58,22,11,2
